"TaxonID","SIFS","Scientific.name","Vernacular.name","Family","Introduced","Nb..Obs.","Years..min.","Years..max.","Doubtful....","IUCN.status","WS.Code"
1000000,100,"Abies alba Mill.",NA,"Pinaceae",NA,64,1975,2022,NA,"Least concern",NA
1000070,300,"Acer campestre L.",NA,"Sapindaceae",NA,21,1982,2022,NA,"Least concern",NA
1000120,700,"Acer platanoides L.",NA,"Sapindaceae",NA,27,1982,2022,NA,"Least concern",NA
1000130,800,"Acer pseudoplatanus L.",NA,"Sapindaceae",NA,35,2016,2022,NA,"Least concern",NA
1000330,1700,"Achillea millefolium L.",NA,"Asteraceae",NA,4,1964,2022,NA,"Least concern",NA
1000320,1706,"Achillea millefolium aggr.",NA,"Asteraceae",NA,6,1964,2025,NA,"Least concern",NA
1000450,2700,"Achnatherum calamagrostis (L.) P. Beauv.",NA,"Poaceae",NA,1,1982,2025,NA,"Least concern",NA
1000543,3510,"Aconitum lycoctonum L.",NA,"Ranunculaceae",NA,1,1948,1982,NA,"Least concern",NA
1000548,3520,"Aconitum lycoctonum subsp. neapolitanum (Ten.) Nyman",NA,"Ranunculaceae",NA,1,1948,1982,NA,"Least concern",NA
1000620,4390,"Aconitum variegatum L.",NA,"Ranunculaceae",NA,0,1982,1982,NA,"Least concern",NA
1000730,5200,"Actaea spicata L.",NA,"Ranunculaceae",NA,1,1982,2023,NA,"Least concern",NA
1000770,5400,"Adenostyles alliariae (Gouan) A. Kern.",NA,"Asteraceae",NA,4,1982,2022,NA,"Least concern",NA
1000780,5450,"Adenostyles alpina (L.) Bluff & Fingerh.",NA,"Asteraceae",NA,1,1975,1982,NA,"Least concern",NA
1000880,6300,"Adoxa moschatellina L.",NA,"Adoxaceae",NA,0,1982,1982,NA,"Least concern",NA
1000930,6800,"Aegopodium podagraria L.",NA,"Apiaceae",NA,5,1982,2025,NA,"Least concern",NA
1001010,7400,"Agrimonia eupatoria L.",NA,"Rosaceae",NA,2,1941,2025,NA,"Least concern",NA
1001080,8600,"Agrostis capillaris L.",NA,"Poaceae",NA,10,1982,2024,NA,"Least concern",NA
1001090,8700,"Agrostis gigantea Roth",NA,"Poaceae",NA,14,1982,2025,NA,"Least concern",NA
1001110,9000,"Agrostis schleicheri Jord. & Verl.",NA,"Poaceae",NA,0,1982,1982,NA,"Least concern",NA
1001130,9300,"Agrostis stolonifera L.",NA,"Poaceae",NA,1,1982,2012,NA,"Least concern",NA
1001220,10300,"Ajuga pyramidalis L.",NA,"Lamiaceae",NA,1,1982,2005,NA,"Least concern",NA
1001230,10400,"Ajuga reptans L.",NA,"Lamiaceae",NA,27,1982,2025,NA,"Least concern",NA
1001410,12100,"Alchemilla conjuncta superaggr.",NA,"",NA,2,1982,2022,NA,"",NA
1001640,14000,"Alchemilla fissa aggr.",NA,"Rosaceae",NA,0,1982,1982,NA,"Least concern",NA
1002150,18500,"Alchemilla plicatula aggr.",NA,"Rosaceae",NA,1,2022,2022,NA,"Least concern",NA
1002300,19900,"Alchemilla splendens aggr.",NA,"Rosaceae",NA,0,1982,1982,NA,"Least concern",NA
1002440,21100,"Alchemilla vulgaris aggr.",NA,"Rosaceae",NA,9,2002,2002,NA,"Least concern",NA
1002500,21800,"Alisma lanceolatum With.",NA,"Alismataceae",NA,0,1982,1982,NA,"Endangered",NA
1002510,21900,"Alisma plantago-aquatica L.",NA,"Alismataceae",NA,1,1982,1984,NA,"Least concern",NA
1002520,22100,"Alliaria petiolata (M. Bieb.) Cavara & Grande",NA,"Brassicaceae",NA,2,1982,2025,NA,"Least concern",NA
1002560,22350,"Allium carinatum L.",NA,"Amaryllidaceae",NA,25,1966,2024,NA,"Near threatened",NA
1002570,22400,"Allium carinatum L. subsp. carinatum",NA,"Amaryllidaceae",NA,20,1966,2024,NA,"Near threatened",NA
1002790,24800,"Allium ursinum L.",NA,"Amaryllidaceae",NA,7,1982,2022,NA,"Least concern",NA
1002810,25000,"Allium vineale L.",NA,"Amaryllidaceae",NA,2,2022,2025,NA,"Least concern",NA
1002840,25200,"Alnus glutinosa (L.) Gaertn.",NA,"Betulaceae",NA,2,2020,2022,NA,"Least concern",NA
1002850,25300,"Alnus incana (L.) Moench",NA,"Betulaceae",NA,23,1982,2022,NA,"Least concern",NA
1002900,25700,"Alopecurus geniculatus L.",NA,"Poaceae",NA,3,2025,2025,NA,"Vulnerable",NA
1002920,26000,"Alopecurus pratensis L.",NA,"Poaceae",NA,8,1974,2025,NA,"Least concern",NA
1003085,27600,"Amaranthus blitum aggr.",NA,"Amaranthaceae",NA,1,1947,1947,NA,"",NA
1003220,28900,"Amaranthus retroflexus L.",NA,"Amaranthaceae",NA,1,1998,1998,NA,"",NA
1003290,29300,"Amelanchier ovalis Medik.",NA,"Rosaceae",NA,1,1970,1982,NA,"Least concern",NA
1003380,29700,"Anagallis arvensis L.",NA,"Primulaceae",NA,1,2018,2018,NA,"Least concern",NA
1003480,30800,"Anchusa officinalis L.",NA,"Boraginaceae",NA,1,2021,2021,NA,"Near threatened",NA
1003750,33370,"Anemone hupehensis (Lemoine) Lemoine",NA,"Ranunculaceae",NA,1,2020,2020,NA,"",NA
1003760,33400,"Anemone narcissiflora L.",NA,"Ranunculaceae",NA,1,1982,2002,NA,"Least concern",NA
1003770,33600,"Anemone nemorosa L.",NA,"Ranunculaceae",NA,11,1982,2022,NA,"Least concern",NA
1003820,34100,"Angelica sylvestris L.",NA,"Apiaceae",NA,26,1982,2025,NA,"Least concern",NA
1003850,34400,"Antennaria dioica (L.) Gaertn.",NA,"Asteraceae",NA,1,1982,2002,NA,"Least concern",NA
1003900,34900,"Anthemis tinctoria L.",NA,"Asteraceae",NA,1,2022,2022,NA,"Least concern",NA
1003930,35200,"Anthericum ramosum L.",NA,"Asparagaceae",NA,2,1969,1982,NA,"Least concern",NA
1003940,35300,"Anthoxanthum alpinum Á. Löve & D. Löve",NA,"Poaceae",NA,0,1982,1982,NA,"Least concern",NA
1003970,35400,"Anthoxanthum odoratum L.",NA,"Poaceae",NA,9,1974,2025,NA,"Least concern",NA
1003960,35500,"Anthoxanthum odoratum aggr.",NA,"Poaceae",NA,25,1974,2025,NA,"Least concern",NA
1004010,35900,"Anthriscus sylvestris (L.) Hoffm.",NA,"Apiaceae",NA,4,1974,2019,NA,"Least concern",NA
1004070,36790,"Anthyllis vulneraria L.",NA,"Fabaceae",NA,11,1921,2024,NA,"Least concern",NA
1004080,36800,"Anthyllis vulneraria L. subsp. vulneraria",NA,"Fabaceae",NA,1,1921,1982,NA,"",NA
1004310,38900,"Aquilegia atrata W. D. J. Koch",NA,"Ranunculaceae",NA,3,1982,2025,NA,"Least concern",NA
1004330,39100,"Aquilegia vulgaris L.",NA,"Ranunculaceae",NA,2,2015,2021,NA,"Least concern",NA
1004440,40200,"Arabis ciliata Clairv.",NA,"Brassicaceae",NA,3,1982,2002,NA,"Least concern",NA
1004470,40605,"Arabis hirsuta aggr.",NA,"Brassicaceae",NA,1,2019,2019,NA,"Least concern",NA
1004580,42100,"Arabis turrita L.",NA,"Brassicaceae",NA,3,1966,2019,NA,"Least concern",NA
1004620,42300,"Arctium minus Bernh.",NA,"Asteraceae",NA,1,1969,1969,NA,"Least concern",NA
1004630,42400,"Arctium minus Bernh. subsp. minus",NA,"Asteraceae",NA,1,1969,1969,NA,"Least concern",NA
1004910,45700,"Arnica montana L.",NA,"Asteraceae",NA,6,1982,2002,NA,"Least concern",NA
1004930,45900,"Arrhenatherum elatius (L.) J. Presl & C. Presl",NA,"Poaceae",NA,10,1974,2025,NA,"Least concern",NA
1005160,48000,"Artemisia vulgaris L.",NA,"Asteraceae",NA,0,1982,1982,NA,"Least concern",NA
1005180,48200,"Arum maculatum L.",NA,"Araceae",NA,3,1970,2025,NA,"Least concern",NA
1005190,48300,"Aruncus dioicus (Walter) Fernald",NA,"Rosaceae",NA,7,1948,2022,NA,"Least concern",NA
1005340,49600,"Asperula taurina L.",NA,"Rubiaceae",NA,4,1982,2025,NA,"Least concern",NA
1005500,50900,"Asplenium ruta-muraria L.",NA,"Aspleniaceae",NA,3,1982,2024,NA,"Least concern",NA
1005540,51200,"Asplenium septentrionale (L.) Hoffm.",NA,"Aspleniaceae",NA,1,1927,1966,NA,"Least concern",NA
1005550,51400,"Asplenium trichomanes L.",NA,"Aspleniaceae",NA,7,1978,2024,NA,"Least concern",NA
1005600,51480,"Asplenium trichomanes subsp. quadrivalens D. E. Mey.",NA,"Aspleniaceae",NA,1,2022,2022,NA,"",NA
1005610,51500,"Asplenium viride Huds.",NA,"Aspleniaceae",NA,2,1982,2022,NA,"Least concern",NA
1005660,52000,"Aster bellidiastrum (L.) Scop.",NA,"Asteraceae",NA,5,1982,2019,NA,"Least concern",NA
1005720,52400,"Aster novi-belgii L.",NA,"Asteraceae",NA,1,1985,1985,NA,"",NA
1005710,52500,"Aster novi-belgii aggr.",NA,"Asteraceae",NA,3,1982,2025,NA,"",NA
1005800,53300,"Astragalus australis (L.) Lam.",NA,"Fabaceae",NA,0,1982,1982,NA,"Least concern",NA
1006020,55200,"Astrantia major L.",NA,"Apiaceae",NA,1,1982,2019,NA,"Least concern",NA
1006060,55400,"Athamanta cretensis L.",NA,"Apiaceae",NA,0,1982,1982,NA,"Least concern",NA
1006090,55700,"Athyrium filix-femina (L.) Roth",NA,"Athyriaceae",NA,9,1982,2023,NA,"Least concern",NA
1006140,56300,"Atriplex patula L.",NA,"Amaranthaceae",NA,0,1982,1982,NA,"Least concern",NA
1006190,56500,"Atropa bella-donna L.",NA,"Solanaceae",NA,3,1976,2022,NA,"Least concern",NA
1006260,57050,"Avena sativa L.",NA,"Poaceae",NA,0,1982,1982,NA,"",NA
1006420,58300,"Barbarea intermedia Boreau",NA,"Brassicaceae",NA,1,1971,1971,NA,"Least concern",NA
1006450,58600,"Barbarea vulgaris R. Br.",NA,"Brassicaceae",NA,2,2021,2024,NA,"Least concern",NA
1006490,59100,"Bellis perennis L.",NA,"Asteraceae",NA,9,1974,2025,NA,"Least concern",NA
1006530,59200,"Berberis vulgaris L.",NA,"Berberidaceae",NA,7,1982,2022,NA,"Least concern",NA
1006550,59400,"Berteroa incana (L.) DC.",NA,"Brassicaceae",NA,1,1980,1980,NA,"",NA
1006600,60400,"Betula pendula Roth",NA,"Betulaceae",NA,1,1982,2020,NA,"Least concern",NA
1006595,60450,"Betula pendula aggr.",NA,"Betulaceae",NA,2,1982,2025,NA,"",NA
1006900,62800,"Blysmus compressus (L.) Link",NA,"Cyperaceae",NA,3,1972,2019,NA,"Least concern",NA
1007060,63900,"Brachypodium pinnatum (L.) P. Beauv.",NA,"Poaceae",NA,2,2019,2024,NA,"Least concern",NA
1007070,64000,"Brachypodium pinnatum aggr.",NA,"Poaceae",NA,14,1982,2024,NA,"Least concern",NA
1007090,64200,"Brachypodium sylvaticum (Huds.) P. Beauv.",NA,"Poaceae",NA,16,1982,2023,NA,"Least concern",NA
1007160,64700,"Brassica rapa L.",NA,"Brassicaceae",NA,1,1962,1962,NA,"",NA
1007200,65200,"Briza media L.",NA,"Poaceae",NA,33,1974,2025,NA,"Least concern",NA
1007230,65400,"Bromus benekenii (Lange) Trimen",NA,"Poaceae",NA,3,1982,2022,NA,"Least concern",NA
1007290,65695,"Bromus erectus Huds.",NA,"Poaceae",NA,14,1965,2024,NA,"Least concern",NA
1007300,65700,"Bromus erectus Huds. subsp. erectus",NA,"Poaceae",NA,11,1965,2002,NA,"Least concern",NA
1007330,66000,"Bromus hordeaceus L.",NA,"Poaceae",NA,2,1972,1982,NA,"Least concern",NA
1007470,66800,"Bromus ramosus Huds.",NA,"Poaceae",NA,1,1982,2022,NA,"Least concern",NA
1007590,67600,"Bryonia dioica Jacq.",NA,"Cucurbitaceae",NA,0,1966,1966,NA,"Least concern",NA
1007600,67700,"Buddleja davidii Franch.",NA,"Scrophulariaceae",NA,442,2010,2026,NA,"",NA
1007660,68300,"Bunias orientalis L.",NA,"Brassicaceae",NA,1,1972,1972,NA,"",NA
1007690,68600,"Buphthalmum salicifolium L.",NA,"Asteraceae",NA,1,1982,2015,NA,"Least concern",NA
1007800,69900,"Bupleurum ranunculoides L.",NA,"Apiaceae",NA,0,1982,1982,NA,"Least concern",NA
1007830,70200,"Bupleurum rotundifolium L.",NA,"Apiaceae",NA,1,1987,1987,NA,"Endangered",NA
1007900,70800,"Calamagrostis epigejos (L.) Roth",NA,"Poaceae",NA,2,1970,2002,NA,"Least concern",NA
1007940,71400,"Calamagrostis varia (Schrad.) Host",NA,"Poaceae",NA,6,1982,2022,NA,"Least concern",NA
1007980,71900,"Calamintha menthifolia Host",NA,"Lamiaceae",NA,1,1993,1993,NA,"Least concern",NA
1008000,72000,"Calamintha nepeta aggr.",NA,"Lamiaceae",NA,1,1993,1993,NA,"Least concern",NA
1008160,73600,"Calluna vulgaris (L.) Hull",NA,"Ericaceae",NA,5,1982,2021,NA,"Least concern",NA
1008180,73700,"Caltha palustris L.",NA,"Ranunculaceae",NA,18,1982,2025,NA,"Least concern",NA
1008200,73900,"Calystegia sepium (L.) R. Br.",NA,"Convolvulaceae",NA,14,1982,2025,NA,"Least concern",NA
1008390,75200,"Campanula cochleariifolia Lam.",NA,"Campanulaceae",NA,2,1955,1982,NA,"Least concern",NA
1008640,77100,"Campanula rotundifolia L.",NA,"Campanulaceae",NA,3,1982,2024,NA,"Least concern",NA
1008650,77200,"Campanula scheuchzeri Vill.",NA,"Campanulaceae",NA,3,1982,2019,NA,"Least concern",NA
1008690,77600,"Campanula trachelium L.",NA,"Campanulaceae",NA,2,1982,2022,NA,"Least concern",NA
1008855,78700,"Cardamine flexuosa aggr.",NA,"Brassicaceae",NA,1,1982,2022,NA,"Least concern",NA
1008890,78900,"Cardamine hirsuta L.",NA,"Brassicaceae",NA,4,1969,2025,NA,"Least concern",NA
1008900,79000,"Cardamine impatiens L.",NA,"Brassicaceae",NA,2,1971,2024,NA,"Least concern",NA
1008950,79600,"Cardamine pentaphyllos (L.) Crantz",NA,"Brassicaceae",NA,3,1967,2024,NA,"Least concern",NA
1008990,79790,"Cardamine pratensis L.",NA,"Brassicaceae",NA,1,1974,1974,NA,"Least concern",NA
1008970,79900,"Cardamine pratensis aggr.",NA,"Brassicaceae",NA,2,1974,2024,NA,"Least concern",NA
1009030,80400,"Cardamine rivularis auct.",NA,"Brassicaceae",NA,0,1982,1982,NA,"Near threatened",NA
1009170,81595,"Carduus defloratus L.",NA,"Asteraceae",NA,4,2002,2002,NA,"Least concern",NA
1009290,83000,"Carex acutiformis Ehrh.",NA,"Cyperaceae",NA,23,1982,2025,NA,"Least concern",NA
1009300,83100,"Carex alba Scop.",NA,"Cyperaceae",NA,20,1970,2025,NA,"Least concern",NA
1009410,84100,"Carex brachystachys Schrank",NA,"Cyperaceae",NA,4,1975,2023,NA,"Least concern",NA
1009440,84400,"Carex brunnescens (Pers.) Poir.",NA,"Cyperaceae",NA,0,1966,1966,NA,"Least concern",NA
1009480,84600,"Carex canescens L.",NA,"Cyperaceae",NA,0,1982,1982,NA,"Least concern",NA
1009510,84900,"Carex caryophyllea Latourr.",NA,"Cyperaceae",NA,5,1982,2025,NA,"Least concern",NA
1009570,85700,"Carex davalliana Sm.",NA,"Cyperaceae",NA,24,1971,2025,NA,"Least concern",NA
1009610,86100,"Carex digitata L.",NA,"Cyperaceae",NA,5,1982,2025,NA,"Least concern",NA
1009620,86200,"Carex dioica L.",NA,"Cyperaceae",NA,0,1982,1982,NA,"Vulnerable",NA
1009630,86300,"Carex distans L.",NA,"Cyperaceae",NA,11,1982,2025,NA,"Near threatened",NA
1009680,86700,"Carex echinata Murray",NA,"Cyperaceae",NA,2,1982,2025,NA,"Least concern",NA
1009690,86800,"Carex elata All.",NA,"Cyperaceae",NA,20,1983,2025,NA,"Least concern",NA
1009730,87200,"Carex ferruginea Scop.",NA,"Cyperaceae",NA,3,1982,2023,NA,"Least concern",NA
1009760,87500,"Carex flacca Schreb.",NA,"Cyperaceae",NA,49,1982,2025,NA,"Least concern",NA
1009780,87600,"Carex flava L.",NA,"Cyperaceae",NA,6,1982,2025,NA,"Least concern",NA
1009770,87605,"Carex flava aggr.",NA,"Cyperaceae",NA,13,1969,2025,NA,"Least concern",NA
1009880,88600,"Carex hirta L.",NA,"Cyperaceae",NA,5,1945,2025,NA,"Least concern",NA
1009890,88700,"Carex hostiana DC.",NA,"Cyperaceae",NA,29,1966,2025,NA,"Least concern",NA
1009900,88800,"Carex humilis Leyss.",NA,"Cyperaceae",NA,1,1970,1982,NA,"Least concern",NA
1009960,89400,"Carex lepidocarpa Tausch",NA,"Cyperaceae",NA,2,1969,2024,NA,"Least concern",NA
1009970,89500,"Carex leporina L.",NA,"Cyperaceae",NA,1,1982,2025,NA,"Least concern",NA
1010040,90300,"Carex montana L.",NA,"Cyperaceae",NA,21,1982,2024,NA,"Least concern",NA
1010060,90500,"Carex muricata aggr.",NA,"Cyperaceae",NA,3,1982,2025,NA,"Least concern",NA
1010070,90700,"Carex nigra (L.) Reichard",NA,"Cyperaceae",NA,12,1982,2025,NA,"Least concern",NA
1010090,91200,"Carex ornithopoda Willd.",NA,"Cyperaceae",NA,1,1982,2025,NA,"Least concern",NA
1010110,91400,"Carex otrubae Podp.",NA,"Cyperaceae",NA,11,1982,2025,NA,"Near threatened",NA
1010130,91600,"Carex pallescens L.",NA,"Cyperaceae",NA,2,1982,2025,NA,"Least concern",NA
1010140,91700,"Carex panicea L.",NA,"Cyperaceae",NA,30,1982,2025,NA,"Least concern",NA
1010150,91800,"Carex paniculata L.",NA,"Cyperaceae",NA,1,1982,2025,NA,"Least concern",NA
1010190,92300,"Carex pendula Huds.",NA,"Cyperaceae",NA,5,1982,2025,NA,"Least concern",NA
1010260,93100,"Carex pulicaris L.",NA,"Cyperaceae",NA,14,1968,2025,NA,"Near threatened",NA
1010320,93700,"Carex rostrata Stokes",NA,"Cyperaceae",NA,3,1974,2024,NA,"Least concern",NA
1010340,93900,"Carex sempervirens Vill.",NA,"Cyperaceae",NA,3,1982,2019,NA,"Least concern",NA
1010350,94200,"Carex spicata Huds.",NA,"Cyperaceae",NA,0,1982,1982,NA,"Least concern",NA
1010390,94700,"Carex sylvatica Huds.",NA,"Cyperaceae",NA,13,1982,2025,NA,"Least concern",NA
1010400,94800,"Carex tomentosa L.",NA,"Cyperaceae",NA,10,1966,2025,NA,"Near threatened",NA
1010430,95300,"Carex vesicaria L.",NA,"Cyperaceae",NA,1,2012,2012,NA,"Least concern",NA
1010440,95400,"Carex viridula Michx.",NA,"Cyperaceae",NA,1,1969,1982,NA,"Near threatened",NA
1010490,95800,"Carlina acaulis L.",NA,"Asteraceae",NA,14,1982,2022,NA,"Least concern",NA
1010510,96000,"Carlina acaulis subsp. caulescens (Lam.) Schübl. & G. Martens",NA,"Asteraceae",NA,1,2022,2022,NA,"",NA
1010550,96600,"Carlina vulgaris aggr.",NA,"Asteraceae",NA,4,2020,2025,NA,"Least concern",NA
1010580,96900,"Carpinus betulus L.",NA,"Betulaceae",NA,1,2022,2022,NA,"Least concern",NA
1010610,97100,"Carum carvi L.",NA,"Apiaceae",NA,3,1982,2022,NA,"Least concern",NA
1010790,98500,"Centaurea cyanus L.",NA,"Asteraceae",NA,1,1964,1966,NA,"Near threatened",NA
1010820,98750,"Centaurea jacea L.",NA,"Asteraceae",NA,40,1962,2025,NA,"Least concern",NA
1010830,98800,"Centaurea jacea L. subsp. jacea",NA,"Asteraceae",NA,14,1962,2019,NA,"Least concern",NA
1010865,99030,"Centaurea jacea aggr.",NA,"Asteraceae",NA,50,1962,2025,NA,"",NA
1010840,98900,"Centaurea jacea subsp. angustifolia Gremli",NA,"Asteraceae",NA,19,1982,2025,NA,"Near threatened",NA
1010930,99600,"Centaurea nigrescens Willd.",NA,"Asteraceae",NA,1,1974,1974,NA,"Least concern",NA
1010980,99995,"Centaurea scabiosa L.",NA,"Asteraceae",NA,8,1964,2025,NA,"Least concern",NA
1010990,100000,"Centaurea scabiosa L. subsp. scabiosa",NA,"Asteraceae",NA,1,1964,1982,NA,"Least concern",NA
1011140,101200,"Centaurium erythraea Rafn",NA,"Gentianaceae",NA,10,1970,2025,NA,"Least concern",NA
1011150,101300,"Centaurium pulchellum (Sw.) Druce",NA,"Gentianaceae",NA,1,1966,1982,NA,"Vulnerable",NA
1011180,101600,"Centranthus ruber (L.) DC.",NA,"Caprifoliaceae",NA,1,2024,2024,NA,"",NA
1011190,101800,"Cephalanthera damasonium (Mill.) Druce",NA,"Orchidaceae",NA,6,1982,2020,NA,"Least concern",NA
1011200,101900,"Cephalanthera longifolia (L.) Fritsch",NA,"Orchidaceae",NA,35,1981,2025,NA,"Least concern",NA
1011210,102000,"Cephalanthera rubra (L.) Rich.",NA,"Orchidaceae",NA,4,1994,2022,NA,"Least concern",NA
1011270,102595,"Cerastium arvense L.",NA,"Caryophyllaceae",NA,0,1982,1982,NA,"Least concern",NA
1011300,102700,"Cerastium arvense subsp. strictum (W. D. J. Koch) Schinz & R. Keller",NA,"Caryophyllaceae",NA,0,1982,1982,NA,"Least concern",NA
1011330,102950,"Cerastium brachypetalum Pers.",NA,"Caryophyllaceae",NA,2,1973,1983,NA,"Least concern",NA
1011340,103000,"Cerastium brachypetalum Pers. subsp. brachypetalum",NA,"Caryophyllaceae",NA,2,1973,1983,NA,"Least concern",NA
1011390,103595,"Cerastium fontanum Baumg.",NA,"Caryophyllaceae",NA,6,1974,2025,NA,"Least concern",NA
1011420,103800,"Cerastium fontanum subsp. vulgare (Hartm.) Greuter & Burdet",NA,"Caryophyllaceae",NA,2,1974,1982,NA,"Least concern",NA
1011510,104800,"Cerastium semidecandrum L.",NA,"Caryophyllaceae",NA,0,1982,1982,NA,"Least concern",NA
1011710,106700,"Chaerophyllum hirsutum L.",NA,"Apiaceae",NA,2,1982,2021,NA,"Least concern",NA
1011700,106705,"Chaerophyllum hirsutum aggr.",NA,"Apiaceae",NA,3,1982,2021,NA,"Least concern",NA
50005,NA,"Chara contraria Kütz.",NA,"Characeae",NA,53,1983,2020,NA,"Least concern",NA
50008,NA,"Chara denudata A. Braun",NA,"Characeae",NA,2,1983,1983,NA,"Data deficient",NA
50028,NA,"Chara filiformis H. Hertzsch",NA,"Characeae",NA,31,2008,2025,NA,"Data deficient",NA
50009,NA,"Chara globularis Thuill.",NA,"Characeae",NA,29,1983,2020,NA,"Least concern",NA
50092,NA,"Chara globularis aggr.",NA,"Characeae",NA,29,1983,2020,NA,"",NA
50020,NA,"Chara tomentosa L.",NA,"Characeae",NA,18,1983,2020,NA,"Vulnerable",NA
50021,NA,"Chara vulgaris L.",NA,"Characeae",NA,4,1983,2007,NA,"Vulnerable",NA
50010,NA,"Chara vulgaris aggr.",NA,"Characeae",NA,57,1983,2020,NA,"",NA
1011840,108200,"Chelidonium majus L.",NA,"Papaveraceae",NA,5,1982,2025,NA,"Least concern",NA
1011850,108300,"Chenopodium album L.",NA,"Amaranthaceae",NA,0,1982,1982,NA,"Least concern",NA
1011845,108330,"Chenopodium album aggr.",NA,"Amaranthaceae",NA,0,1982,1982,NA,"",NA
1011920,109100,"Chenopodium glaucum L.",NA,"Amaranthaceae",NA,0,1966,1966,NA,"Near threatened",NA
1011970,109600,"Chenopodium polyspermum L.",NA,"Amaranthaceae",NA,0,1982,1982,NA,"Least concern",NA
1012160,112500,"Chrysosplenium alternifolium L.",NA,"Saxifragaceae",NA,3,1972,2021,NA,"Least concern",NA
1012230,113200,"Cichorium intybus L.",NA,"Asteraceae",NA,5,1982,2025,NA,"Least concern",NA
1012270,113400,"Circaea alpina L.",NA,"Onagraceae",NA,2,1967,2019,NA,"Least concern",NA
1012280,113500,"Circaea lutetiana L.",NA,"Onagraceae",NA,3,1969,2022,NA,"Least concern",NA
1012300,113700,"Cirsium acaule Scop.",NA,"Asteraceae",NA,7,1982,2015,NA,"Least concern",NA
1012310,113800,"Cirsium arvense (L.) Scop.",NA,"Asteraceae",NA,1,1982,2025,NA,"Least concern",NA
1012400,114800,"Cirsium oleraceum (L.) Scop.",NA,"Asteraceae",NA,19,1974,2025,NA,"Least concern",NA
1012420,114900,"Cirsium palustre (L.) Scop.",NA,"Asteraceae",NA,21,1982,2025,NA,"Least concern",NA
1012470,115500,"Cirsium vulgare (Savi) Ten.",NA,"Asteraceae",NA,1,1982,2022,NA,"Least concern",NA
1012620,116400,"Clematis vitalba L.",NA,"Ranunculaceae",NA,26,1967,2025,NA,"Least concern",NA
1012660,116600,"Clinopodium vulgare L.",NA,"Lamiaceae",NA,5,1982,2022,NA,"Least concern",NA
1012810,117700,"Colchicum autumnale L.",NA,"Colchicaceae",NA,14,1982,2025,NA,"Least concern",NA
1012940,118400,"Conium maculatum L.",NA,"Apiaceae",NA,0,1966,1966,NA,"Near threatened",NA
1012970,118600,"Consolida ajacis (L.) Schur",NA,"Ranunculaceae",NA,0,1966,1966,NA,"",NA
1013020,118800,"Convallaria majalis L.",NA,"Asparagaceae",NA,2,1982,2021,NA,"Least concern",NA
1013070,119300,"Conyza canadensis (L.) Cronquist",NA,"Asteraceae",NA,1,1982,2022,NA,"",NA
1013160,119700,"Cornus sanguinea L.",NA,"Cornaceae",NA,31,1982,2025,NA,"Least concern",NA
1013163,119730,"Cornus sanguinea L. subsp. sanguinea",NA,"Cornaceae",NA,13,2022,2022,NA,"",NA
1013320,121600,"Corylus avellana L.",NA,"Betulaceae",NA,68,1982,2025,NA,"Least concern",NA
1013450,121800,"Cotoneaster integerrimus Medik.",NA,"Rosaceae",NA,0,1982,1982,NA,"Least concern",NA
1013510,122000,"Cotoneaster tomentosus Lindl.",NA,"Rosaceae",NA,0,1982,1982,NA,"Least concern",NA
1013560,122200,"Crataegus laevigata (Poir.) DC.",NA,"Rosaceae",NA,2,1973,2020,NA,"Least concern",NA
1013590,122400,"Crataegus monogyna Jacq.",NA,"Rosaceae",NA,9,1962,2022,NA,"Least concern",NA
1013580,122500,"Crataegus monogyna aggr.",NA,"Rosaceae",NA,23,1962,2025,NA,"Least concern",NA
1013620,122900,"Crepis alpestris (Jacq.) Tausch",NA,"Asteraceae",NA,0,1966,1966,NA,"Least concern",NA
1013640,123100,"Crepis biennis L.",NA,"Asteraceae",NA,7,1955,2022,NA,"Least concern",NA
1013660,123400,"Crepis capillaris Wallr.",NA,"Asteraceae",NA,1,1982,2022,NA,"Least concern",NA
1013760,124300,"Crepis paludosa (L.) Moench",NA,"Asteraceae",NA,2,1982,2019,NA,"Least concern",NA
1013880,125800,"Crocus albiflorus Kit.",NA,"Iridaceae",NA,2,1982,2002,NA,"Least concern",NA
1013970,126300,"Cruciata laevipes Opiz",NA,"Rubiaceae",NA,3,1982,2025,NA,"Least concern",NA
1014160,127900,"Cuscuta europaea L.",NA,"Convolvulaceae",NA,0,1966,1966,NA,"Near threatened",NA
1014320,129400,"Cynosurus cristatus L.",NA,"Poaceae",NA,4,1974,2021,NA,"Least concern",NA
1014380,129700,"Cyperus flavescens L.",NA,"Cyperaceae",NA,5,1966,2022,NA,"Vulnerable",NA
1014390,129800,"Cyperus fuscus L.",NA,"Cyperaceae",NA,0,1982,1982,NA,"Vulnerable",NA
1014460,130400,"Cypripedium calceolus L.",NA,"Orchidaceae",NA,0,1982,1982,NA,"Vulnerable",NA
1014515,130750,"Cystopteris fragilis aggr.",NA,"Cystopteridaceae",NA,1,2020,2020,NA,"",NA
1014530,130800,"Cystopteris montana (Lam.) Desv.",NA,"Cystopteridaceae",NA,0,1994,1994,NA,"Least concern",NA
1014610,131800,"Dactylis glomerata L.",NA,"Poaceae",NA,29,1974,2022,NA,"Least concern",NA
1014620,131850,"Dactylis glomerata L. subsp. glomerata",NA,"Poaceae",NA,2,2020,2022,NA,"",NA
