"","X","predator","q0","q1","q2","chao1","species","site","age","time_min","time_hour","day","month","year.x","beak_colour","color","temperature","clouds","clouds_height","winds","precipitation","fresh_snow","snow_height","cover_snow","elevation","weight","fat","muscle","sex_genetics","timekey","key_m100","capture_day","E1","E1_adj","total_ra","anthropo_ra","failures","ringnr","recapture","year.y","recap_num","nrecapture"
"76",76,"N687642",6,0.795524194262135,0.439136433590442,6,"Montifringilla nivalis","Distelboden",5,45,9,13,3,2025,8,"black",NA,8,1900,2,"snow",10,160,100,1899,39,4,2,"f","2025-03-13 09:45","2025-03-13 08:05:00","2025-03-13",0.132587365710356,0.136375124826744,3878434,2805841,1072593,687642,"first capture",2025,0,0
"77",77,"N687664",2,0.599131732203459,0.408970014662008,2,"Montifringilla nivalis","Tiefenbach",5,49,10,17,4,2025,9.5,"black",-1,8,2100,1,"snow",25,40,98,2102,39,4,2,"f","2025-04-17 10:49","2025-04-17 09:09:00","2025-04-17",0.29956586610173,0.301632197379031,3328494,3328494,0,687664,"first capture",2025,0,0
"78",78,"N687665",5,0.246300942741613,0.124275405198764,5,"Montifringilla nivalis","Tiefenbach",6,8,11,17,4,2025,7.5,"black",-1,8,2100,1,"snow",25,40,98,2102,39,4,2,"m","2025-04-17 11:08","2025-04-17 09:28:00","2025-04-17",0.0492601885483226,0.0539069907282368,3907012,3906027,985,687665,"first capture",2025,0,0
"79",79,"N687668",1,0,0,1,"Montifringilla nivalis","Tiefenbach",4,20,13,17,4,2025,9.5,"black",2,8,2100,1,"no",25,40,98,2102,35,1,2,"m","2025-04-17 13:20","2025-04-17 11:40:00","2025-04-17",0,0.00515463917525773,210846,210846,0,687668,"first capture",2025,0,0
"80",80,"N687701",8,0.368580107924269,0.188234338850094,8,"Montifringilla nivalis","Distelboden",4,30,13,10,1,2025,2.5,"black",-9,8,2000,1,"snow",15,155,100,1899,46.5,4,2,"m","2025-01-10 13:30","2025-01-10 11:50:00","2025-01-10",0.0460725134905336,0.0507521782999096,3287250,3263147,24103,687701,"first capture",2025,0,0
"81",81,"N687703",6,0.430539046999648,0.244684922977088,6,"Montifringilla nivalis","Distelboden",6,30,13,10,1,2025,2,"black",-9,8,2000,1,"snow",15,155,100,1899,47,4,2,"m","2025-01-10 13:30","2025-01-10 11:50:00","2025-01-10",0.0717565078332747,0.0761713891958182,3280189,3262966,17223,687703,"first capture",2025,0,0
"82",82,"N687729",26,1.52472988679172,0.711387916589267,26,"Montifringilla nivalis","Tiefenbach",4,15,8,11,2,2025,2,"black",-3,6,2300,1,"no",0,80,90,2102,41.5,3,2,"m","2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11",0.0586434571842969,0.0631935246360052,3599505,2011413,1588092,687729,"first capture",2025,0,0
"83",83,"N687730",20,1.15614486570433,0.580906600395976,20,"Montifringilla nivalis","Tiefenbach",4,15,8,11,2,2025,2,"black",-3,6,2300,1,"no",0,80,90,2102,40.5,3,2,"m","2025-02-11 08:15","2025-02-11 06:35:00","2025-02-11",0.0578072432852165,0.062365931498771,3432760,986104,2446656,687730,"first capture",2025,0,0
"84",84,"N687738",101,1.75248332360424,0.772538827788708,101,"Montifringilla nivalis","Tiefenbach",4,45,9,11,2,2025,4,"black",-3,6,2300,1,"no",0,80,90,2102,42,4,1,"m","2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11",0.0173513200356855,0.0223270796229465,3393865,0,3393865,687738,"first capture",2025,0,0
"85",85,"N687739",1,0,0,1,"Montifringilla nivalis","Tiefenbach",6,45,9,11,2,2025,3,"black",-3,6,2300,1,"no",0,80,90,2102,42.5,4,2,"m","2025-02-11 09:45","2025-02-11 08:05:00","2025-02-11",0,0.00515463917525773,125552,0,125552,687739,"first capture",2025,0,0
"86",86,"N687740",97,1.19346515778353,0.509941502498021,97,"Montifringilla nivalis","Tiefenbach",6,15,11,11,2,2025,4.5,"black",-3,6,2300,1,"no",0,80,90,2102,45.5,5,2,"m","2025-02-11 11:15","2025-02-11 09:35:00","2025-02-11",0.0123037645132323,0.0173315607553639,3192000,10249,3181751,687740,"first capture",2025,0,0
"87",87,"N687743a",16,1.71497661880022,0.792704267886966,16,"Montifringilla nivalis","Tiefenbach",4,20,13,17,4,2025,3.5,"black",2,8,2100,1,"no",25,40,98,2102,37.5,1,2,"f","2025-04-17 13:20","2025-04-17 11:40:00","2025-04-17",0.107186038675014,0.111235667142282,3360496,1273351,2087145,687743,"first capture",2025,0,2
"88",88,"N687743b",62,0.99803413342216,0.547856955350046,62,"Montifringilla nivalis","Tiefenbach",6,15,11,11,2,2025,9,"black",-3,6,2300,1,"no",0,80,90,2102,41.5,5,2,"f","2025-02-11 11:15","2025-02-11 09:35:00","2025-02-11",0.0160973247326155,0.021086012106506,3683877,0,3683877,687743,"first capture",2025,0,2
"89",89,"N687744a",3,0.612868802844089,0.421883777677041,3,"Montifringilla nivalis","Tiefenbach",4,20,8,17,4,2025,9,"black",-1,8,2100,1,"snow",25,40,98,2102,37,3,2,"f","2025-04-17 08:20","2025-04-17 06:40:00","2025-04-17",0.20428960094803,0.207338161762998,3659397,3659394,3,687744,"first capture",2025,0,2
"90",90,"N687744b",38,0.723653296009072,0.261889424667048,38,"Montifringilla nivalis","Tiefenbach",4,15,11,11,2,2025,4,"black",-3,6,2300,1,"no",0,80,90,2102,41,4,2,"f","2025-02-11 11:15","2025-02-11 09:35:00","2025-02-11",0.0190435077897124,0.0240018221423958,3179786,2,3179784,687744,"first capture",2025,0,2
"91",91,"N687745",29,1.38715691484543,0.662277247039192,29,"Montifringilla nivalis","Tiefenbach",5,52,14,11,2,2025,4,"black",-3,6,2300,1,"no",0,80,90,2102,42,4,2,"m","2025-02-11 14:52","2025-02-11 13:12:00","2025-02-11",0.0478329970636355,0.0524945125578248,2476562,773,2475789,687745,"first capture",2025,0,0
"92",92,"N687746",33,0.503029305379751,0.188442963247591,33,"Montifringilla nivalis","Tiefenbach",5,52,14,11,2,2025,2,"black",-3,6,2300,1,"no",0,80,90,2102,42.5,4,2,"m","2025-02-11 14:52","2025-02-11 13:12:00","2025-02-11",0.0152433122842349,0.0202408039101706,3158594,5124,3153470,687746,"first capture",2025,0,1
"93",93,"N687752",175,1.07500832668009,0.526825741343396,175,"Montifringilla nivalis","Tiefenbach",4,44,8,12,3,2025,7,"black",NA,6,2500,1,"no",0,150,96,2102,42.5,4,2,"m","2025-03-12 08:44","2025-03-12 07:04:00","2025-03-12",0.00614290472388623,0.0112342149844647,3863990,2833601,1030389,687752,"first capture",2025,0,1
"94",94,"N687756",4,0.672686767786293,0.385440177001414,4,"Montifringilla nivalis","Tiefenbach",4,58,7,12,2,2025,3,"black",NA,7,3000,1,"no",0,80,90,2102,NA,4,2,"f","2025-02-12 07:58","2025-02-12 06:18:00","2025-02-12",0.168171691946573,0.171592602338877,3783667,3613904,169763,687756,"first capture",2025,0,0
"95",95,"N687775",154,1.16108557370314,0.56291081322683,154,"Montifringilla nivalis","Distelboden",5,55,11,13,2,2025,3,"black",NA,7,2400,2,"snow",0,39,91,1899,41.5,4,2,"f","2025-02-13 11:55","2025-02-13 10:15:00","2025-02-13",0.00753951671235805,0.0126164289111997,3532214,1667,3530547,687775,"first capture",2025,0,0
"96",96,"N687789",21,1.03706961074376,0.546119059967557,21,"Montifringilla nivalis","Distelboden",4,44,14,13,2,2025,4,"black",NA,8,2100,1,"snow",1,40,97,1899,38.5,5,2,"m","2025-02-13 14:44","2025-02-13 13:04:00","2025-02-13",0.0493842671782743,0.054029790197055,4082981,3679839,403142,687789,"first capture",2025,0,0
"97",97,"N687793",78,1.57822675149295,0.672553542462369,78,"Montifringilla nivalis","Distelboden",4,45,9,13,3,2025,7,"black",NA,8,1900,2,"snow",10,160,100,1899,39.5,3,2,"m","2025-03-13 09:45","2025-03-13 08:05:00","2025-03-13",0.0202336763011917,0.0251797208754062,3561739,1805422,1756317,687793,"first capture",2025,0,1
